time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
5.670000,-0.006715,9.773273,0.015766,-0.003270,-0.006853,-0.004798
5.680000,0.065520,9.844521,-0.114243,0.003543,-0.009587,0.005108
5.690000,-0.037293,9.793466,-0.098678,-0.011264,-0.012238,0.001185
5.700000,-0.043438,9.796758,-0.051716,0.011478,0.001655,0.017198
5.710000,-0.009580,9.770012,0.082252,0.002560,-0.009239,0.010461
5.720000,-0.069407,9.793613,0.042392,0.002511,0.004619,-0.003072
5.730000,0.024883,9.837897,-0.010194,-0.003144,-0.008342,-0.005625
5.740000,-0.015182,9.770047,0.069516,-0.001615,0.008099,0.001220
5.750000,-0.106261,9.841045,-0.093854,-0.016737,0.015431,-0.002758
5.760000,-0.028223,9.757378,-0.029651,0.022541,0.001255,0.000801
5.770000,0.026020,9.869567,0.000781,-0.002462,0.003437,0.008872
5.780000,0.050709,9.813256,0.005045,0.007917,0.011000,0.009841
5.790000,0.039334,9.843415,0.140082,-0.013502,0.012155,0.003073
5.800000,0.023843,9.747097,-0.015333,0.000691,-0.008617,0.007956
5.810000,-0.011619,9.872906,0.030112,0.006668,-0.003990,-0.017615
5.820000,0.065756,9.876394,0.027169,0.008497,0.007331,0.007624
5.830000,-0.054584,9.759073,-0.063085,-0.001561,0.008042,-0.004758
5.840000,-0.119875,9.755468,0.028310,0.019869,0.016637,0.017055
5.850000,-0.008967,9.852474,-0.030936,0.001527,-0.001793,-0.004780
5.860000,-0.018402,9.814485,-0.005782,0.000434,-0.013523,0.018176
5.870000,0.024574,9.849666,0.022223,-0.006978,0.000803,0.000530
5.880000,-0.039661,9.736796,0.009011,-0.006064,-0.009590,-0.003242
5.890000,0.019238,9.810088,0.086012,-0.006211,0.007899,0.007708
5.900000,0.002187,9.829456,0.027328,0.004283,0.007947,0.004199
5.910000,-0.021154,9.825877,0.000148,0.002303,0.001147,-0.022306
5.920000,0.083553,9.730296,0.029032,0.006142,-0.009659,-0.009279
5.930000,0.029406,9.886730,0.058347,0.013898,0.010810,0.000597
5.940000,-0.063594,9.808036,-0.010046,0.018827,0.003077,0.001595
5.950000,0.018502,9.814876,-0.013078,-0.005311,-0.003999,0.003403
5.960000,0.013060,9.838741,0.069225,0.007003,0.002773,0.008225
5.970000,0.050621,9.897474,-0.009818,-0.001171,0.014282,-0.005462
5.980000,0.050390,9.842082,-0.002580,0.010631,-0.017020,0.013498
5.990000,-0.042915,9.783768,0.094590,0.003833,0.018083,0.006285
6.000000,-0.048461,9.787346,0.022147,-0.011255,0.004374,0.024485
6.010000,-0.027741,9.811551,-0.030941,-0.013133,-0.001477,-0.004675
6.020000,0.016363,9.817761,-0.008095,-0.012276,0.005941,0.012251
6.030000,-0.079068,9.852488,-0.054740,0.014080,-0.006109,0.003280
6.040000,-0.007040,9.802901,0.073056,-0.005805,-0.010814,0.007622
6.050000,0.001887,9.851279,0.032051,-0.002743,0.017161,0.010480
6.060000,-0.020229,9.914971,0.016795,-0.010751,0.015450,0.001769
6.070000,0.002703,9.877639,0.002970,-0.000957,0.002131,-0.004369
6.080000,-0.011858,9.813373,0.049634,-0.006204,-0.004199,-0.018839
6.090000,-0.002019,9.741897,-0.064101,-0.017952,-0.001406,0.003931
6.100000,-0.057881,9.792234,0.055262,0.009645,0.011080,-0.011382
6.110000,-0.175814,9.807309,-0.053760,-0.016927,0.014836,-0.003144
6.120000,-0.027412,9.835047,-0.035692,-0.000847,0.001689,0.005300
6.130000,-0.014594,9.780775,0.028389,-0.004844,0.006192,0.002264
6.140000,-0.022160,9.774221,-0.055557,0.006725,-0.011082,-0.006379
6.150000,0.021357,9.875343,-0.029376,0.004331,-0.007758,-0.016244
6.160000,-0.018953,9.822128,-0.015908,0.015001,-0.011010,0.009348
6.170000,-0.031588,9.814371,0.045871,-0.005650,0.004512,0.011460
6.180000,-0.023794,9.919492,0.012456,0.014664,-0.009059,-0.000437
6.190000,0.028327,9.722758,-0.003297,0.005039,-0.002059,-0.006120
6.200000,-0.088680,9.670284,0.036260,0.012322,0.013281,-0.012235
6.210000,-0.134960,9.793352,-0.028062,-0.006965,-0.004513,0.003826
